BSAA,BSBA,BSCA,PYEA,BSFA,BSGA,PLHA,PRHA,PTHA,PFNA,PLNA,BSPA,BSSA,BSTA,PSTA,BSWA,PLBB,PRBB,PLCB,PRCB,PLFB,PRFB,PKAC,PACC,PMPC,PPRC,RCHD,PGID,TGID,POID,PUND,PHPD,PSPD,PRSD,PGHE,PUHE,PPOE,PBRE,PEYE,TRAF,PPBF,PBSH,PLSH,PRSH,PCTH,PLTH,PRTH,PAGI,PPRI,PINJ,PBAK,PTAK,PPBK,PRBK,PNEK,PFLK,PFMK,PTRK,PBTK,PTAL,PIBL,PHCL,PLEL,PREL,PLKL,PSPL,PLSL,PHLM,PSTM,PHAN,PJEN,PTEN,PLHN,PRHN,PLKN,PRKN,PLSO,PTHP,PIMP,PJMP,PTYP,PCAR,PSAR,PTAR,PLCR,PJER,PLKR,PKPR,PSPR,PLSR,PRTR,PSTR,POVR,PAWR,PLWR,PRWR,PPBS,PRBS,PDIS,PVIS,RELS,PRNS,PPOS,PPRS,PYRS,BSAT,BSBT,SPCT,BSCT,BSFT,PHGT,BSGT,PWGT,PHIT,BSPT,PKRT,BSST,BSTT,BSWT,PBCV,PMCV,PZCV,PFMV,PJMV,PPMV,PSMV,PESV,PBFW,PLHW,PLTW,PLSY,PSTY,sgmp,
10,5,10,1,10,9,20,20,64,Daddy,Dirtbag,5,10,10,65,0,0,0,0,0,0,0,68,70,0,71,10753,2354,33,2354,0,0,69,2,231,0,91,0,0,66,73,62,4,4,71,2,2,72,0,40,0,72,72,65,0,0,27,67,62,0,64,0,11,11,1,0,0,4,7,0,72,1,0,0,2,2,1,66,86,68,0,63,71,0,0,0,1,70,0,0,65,64,67,69,10,10,81,78,3,0,66,3,6,63,72,21,21,69,15,20,77,17,170,63,0,68,15,16,0,69,70,64,68,66,69,67,72,73,0,0,0,0,0,
4,2,8,1,0,3,17,17,66,Daddy,Dirtbag,4,3,2,70,0,0,0,0,0,0,0,66,71,0,67,10832,2355,33,2355,0,0,70,2,150,0,32,0,0,71,22,62,4,4,72,2,2,66,0,40,0,68,65,68,0,0,41,66,68,0,65,0,8,8,0,0,0,3,31,0,60,0,0,0,1,1,1,69,59,70,0,65,67,0,0,0,0,71,0,0,72,68,68,65,3,3,50,18,5,0,69,5,12,66,67,21,21,72,8,20,76,16,120,70,0,70,10,16,0,65,71,64,66,64,69,69,71,18,0,0,0,0,0,
10,5,10,2,10,9,13,13,62,Daddy,Dirtbag,5,10,10,70,0,0,0,0,0,0,0,62,69,0,62,10863,2356,33,2356,0,0,69,2,21,0,39,0,1,69,75,62,4,4,72,2,2,62,10,40,0,65,69,62,0,0,37,66,62,0,72,0,14,14,1,0,0,3,19,0,66,1,0,0,2,2,1,67,93,69,0,64,70,0,0,1,1,71,0,0,66,67,67,65,2,2,80,78,2,0,69,5,8,72,70,21,21,68,15,20,73,17,125,69,0,63,15,16,0,65,70,63,64,72,71,64,72,75,0,0,0,0,0,
10,10,0,0,3,9,13,13,66,Daddy,Dirtbag,6,10,7,71,0,0,0,0,0,0,0,70,66,0,68,10877,2357,33,2357,0,0,71,0,181,0,46,0,0,71,75,62,4,4,69,2,2,64,2,40,0,70,68,65,0,0,27,64,65,0,69,2,4,4,1,0,0,4,18,0,61,1,0,0,2,2,1,65,74,65,0,68,64,0,0,1,1,68,0,0,67,63,67,62,6,6,71,71,0,0,72,5,8,65,64,24,15,71,20,20,78,15,160,72,0,70,15,14,0,72,64,64,71,67,63,68,64,71,0,0,0,0,0,
5,10,2,1,7,8,15,15,69,Daddy,Dirtbag,10,4,0,64,0,0,0,0,0,2,2,71,72,0,68,10918,2358,33,2358,0,0,68,2,164,0,60,0,1,71,60,64,3,3,71,2,2,72,0,40,0,70,68,66,0,0,21,66,65,0,68,2,9,9,0,0,10,5,17,0,4,0,0,0,1,1,1,66,68,72,0,69,72,0,0,0,0,69,0,10,62,72,68,71,1,1,56,59,3,0,63,3,13,70,65,5,26,67,10,11,74,9,62,71,8,64,4,10,0,69,72,69,72,70,63,72,64,60,0,0,0,0,0,
5,10,2,2,7,8,0,0,71,Daddy,Dirtbag,10,4,0,64,0,0,0,1,1,0,0,69,63,0,67,10818,2359,33,2359,0,0,65,2,210,0,37,0,1,72,44,64,3,3,72,1,1,63,2,40,1,64,70,63,0,0,33,66,70,0,68,0,9,9,0,0,5,5,15,0,53,0,0,0,1,1,1,68,85,64,0,62,67,0,0,0,0,64,0,5,62,69,67,72,1,1,40,48,3,1,71,1,15,71,70,5,26,67,10,11,71,9,55,72,8,68,4,10,0,67,69,69,70,62,67,62,66,44,0,0,0,0,0,
6,10,7,1,10,6,0,0,68,Daddy,Dirtbag,5,10,10,71,0,2,2,1,1,0,0,70,62,0,63,10976,2360,33,2360,0,0,72,2,38,0,55,0,0,71,16,62,3,3,70,1,1,69,7,40,0,67,68,67,0,0,6,71,70,0,71,0,0,0,0,0,0,1,32,0,39,2,0,0,1,1,1,65,92,67,0,65,72,0,0,1,0,64,0,0,63,70,67,63,10,10,40,16,2,0,63,1,20,65,67,0,6,63,29,0,71,0,8,67,0,66,10,10,0,70,71,62,69,63,65,62,62,17,2,1,0,0,0,
5,10,2,0,7,8,3,3,65,Daddy,Dirtbag,10,4,0,69,0,0,0,2,2,0,0,67,65,0,67,10937,2361,33,2361,0,0,66,0,41,0,37,0,0,69,39,68,3,3,71,2,2,70,2,40,1,70,65,63,0,0,21,62,70,0,70,2,9,9,0,0,12,5,52,0,48,0,0,0,2,2,1,67,96,65,0,62,72,0,0,0,0,62,0,12,66,67,67,66,1,1,50,50,1,0,67,1,14,69,64,5,26,69,10,11,74,9,60,65,8,71,4,10,0,67,68,70,68,69,63,64,72,50,0,0,0,0,0,
10,5,10,3,10,9,18,18,62,Daddy,Dirtbag,5,10,10,67,0,0,0,0,0,0,0,69,66,0,66,10772,2362,33,2362,0,0,71,2,62,0,38,0,0,70,75,67,4,4,70,2,2,72,13,40,0,70,72,70,0,0,22,72,62,0,72,2,3,3,1,0,0,1,6,0,75,2,0,0,2,2,1,64,85,69,0,63,63,0,0,1,1,70,0,0,70,64,68,68,10,10,82,78,3,0,69,5,9,70,64,21,21,72,15,20,77,17,158,71,0,63,15,16,0,68,65,68,63,63,71,69,63,76,0,0,0,0,0,
5,10,2,2,7,8,0,0,62,Daddy,Dirtbag,10,4,0,67,0,0,0,3,3,0,0,70,64,0,65,10905,2363,33,2363,0,0,67,0,211,0,14,0,1,71,43,69,3,3,67,2,2,62,11,40,0,66,65,63,0,0,44,68,68,0,62,2,15,15,0,0,12,6,13,0,49,1,0,0,1,1,1,69,82,64,0,68,65,0,0,0,0,72,0,12,70,71,66,66,0,0,50,40,3,0,64,3,15,64,67,5,26,70,10,11,72,9,47,67,8,69,4,10,0,68,62,66,68,63,65,62,69,44,0,0,0,0,0,
10,5,10,0,10,9,17,17,65,Daddy,Dirtbag,5,10,10,69,0,0,0,0,0,0,0,71,69,0,65,10872,2364,33,2364,0,0,71,2,25,0,60,0,1,62,72,70,4,4,72,2,2,64,0,40,0,70,67,72,0,0,34,66,62,0,62,0,12,12,1,0,0,5,13,0,78,2,0,0,2,2,1,65,70,63,0,69,67,0,0,0,1,67,0,0,72,62,67,70,14,14,74,73,3,1,68,5,9,72,63,21,21,70,15,20,77,17,151,63,0,71,15,16,0,72,62,69,68,64,67,69,69,74,0,0,0,0,0,
8,10,5,1,10,7,3,3,67,Daddy,Dirtbag,7,8,7,66,0,0,0,0,0,3,3,72,66,0,68,10941,2365,33,2365,0,0,69,2,211,0,69,0,0,72,18,72,3,3,72,1,1,63,14,40,0,67,65,66,0,0,33,72,71,0,66,0,0,0,0,0,11,5,12,0,30,0,0,0,1,1,1,71,40,65,0,65,69,0,0,0,0,66,0,11,66,62,67,66,10,10,44,43,4,1,68,3,18,62,72,0,6,68,30,0,73,0,25,65,0,72,0,1,0,66,70,63,67,62,65,65,67,41,0,0,0,0,0,
6,10,7,0,10,6,3,3,68,Daddy,Dirtbag,10,10,10,68,0,1,1,1,1,0,0,67,70,0,66,10926,2366,33,2366,0,0,70,2,160,0,43,0,1,70,44,63,3,3,62,1,1,68,14,40,0,70,63,68,0,0,21,65,69,0,66,0,0,0,0,0,6,5,5,0,14,1,0,0,1,1,1,70,82,67,0,67,68,0,0,0,0,71,0,6,72,72,68,71,10,10,48,41,5,0,67,3,17,64,65,0,6,67,29,0,70,0,25,65,5,65,10,10,0,65,71,62,72,72,70,66,72,44,0,0,0,0,0,
6,10,7,1,10,6,3,3,66,Daddy,Dirtbag,5,10,10,62,0,2,2,0,0,1,1,63,64,0,70,10838,2367,33,2367,0,0,72,0,39,0,48,0,1,67,38,68,3,3,72,1,1,62,2,40,1,65,64,64,0,0,45,67,62,0,69,2,0,0,0,0,10,6,3,0,83,1,0,0,1,1,1,65,99,72,0,72,62,0,0,0,0,62,0,10,66,65,66,62,11,11,40,58,5,0,72,1,3,68,62,0,6,63,29,0,70,0,18,65,5,71,10,10,0,62,69,67,65,62,64,70,70,58,0,0,0,0,0,
6,10,7,2,10,6,3,3,65,Daddy,Dirtbag,10,10,10,63,0,0,0,2,2,0,0,67,63,0,72,1103,2368,33,2368,0,0,69,0,161,0,74,0,0,62,35,64,3,3,65,1,1,67,16,40,0,62,64,70,0,0,30,62,70,0,66,2,15,15,0,0,5,4,6,0,31,0,0,0,1,1,1,65,99,66,0,62,63,0,0,0,0,68,0,5,68,62,66,71,2,2,41,42,2,1,69,1,18,65,70,0,6,69,29,0,74,0,50,62,5,68,10,10,0,68,65,67,62,65,67,65,72,42,0,0,0,0,0,
5,10,2,1,7,8,0,0,62,Daddy,Dirtbag,10,4,0,67,0,1,1,1,1,0,0,68,65,0,70,10779,2369,33,2369,0,0,64,2,128,0,55,0,0,67,61,62,3,3,71,2,2,63,2,40,1,72,65,63,0,0,1,70,63,0,62,0,0,0,0,0,12,1,13,0,21,2,0,0,2,2,1,69,70,66,0,69,65,0,0,0,0,66,0,12,63,72,66,66,10,10,66,58,3,0,70,2,2,64,65,5,26,64,10,11,71,9,51,67,8,65,4,10,0,65,69,62,64,68,67,71,69,60,0,0,0,0,0,
10,10,4,3,10,6,3,3,69,Daddy,Dirtbag,8,6,10,63,0,1,1,1,1,0,0,63,68,0,67,10784,2370,33,2370,0,0,63,2,192,0,70,0,1,67,40,70,3,3,71,1,1,67,7,40,1,72,72,68,0,0,17,72,62,0,69,0,0,0,0,0,12,5,59,0,9,1,0,0,1,1,1,67,80,68,0,72,67,0,0,0,0,72,0,12,68,63,67,67,2,2,46,56,3,1,65,1,3,72,65,5,10,71,29,26,71,10,26,68,0,70,10,10,0,63,62,62,66,62,72,65,68,56,0,0,0,0,0,
6,10,7,0,10,6,3,3,70,Daddy,Dirtbag,5,10,10,69,0,0,0,0,0,0,0,65,72,0,64,4404,2371,33,2371,0,0,67,0,234,0,41,0,0,71,63,65,3,3,64,2,2,72,0,40,0,69,72,66,0,0,44,71,70,0,66,0,6,6,0,0,0,6,62,0,85,2,0,0,2,2,1,66,70,68,0,69,69,0,0,1,0,65,0,0,72,70,68,72,11,11,61,64,4,0,66,3,4,66,62,0,6,67,29,0,75,0,70,63,5,62,10,10,0,69,65,69,67,70,70,69,69,71,0,0,0,0,0,
6,10,7,0,10,6,3,3,69,Daddy,Dirtbag,5,10,10,68,0,0,0,2,2,1,1,62,64,0,65,10923,2372,33,2372,0,0,71,0,199,0,52,0,0,70,25,67,3,3,66,1,1,72,0,40,0,72,72,62,0,0,44,68,65,0,72,0,9,9,0,0,12,6,50,0,82,1,0,0,1,1,1,67,44,62,0,72,64,0,0,0,0,66,0,12,65,63,67,71,10,10,40,53,3,0,65,1,3,65,62,0,6,71,29,0,71,0,13,71,5,65,10,10,0,63,63,67,64,69,62,70,66,53,0,0,0,0,0,
10,10,4,3,10,6,3,3,66,Daddy,Dirtbag,8,6,10,69,0,2,2,0,0,2,2,69,66,0,68,10944,2373,33,2373,0,0,67,0,44,0,46,0,0,65,40,72,3,3,69,1,1,66,18,40,0,68,66,65,0,0,16,65,62,0,68,0,0,0,0,0,12,1,1,0,19,2,0,0,1,1,1,63,80,67,0,70,62,0,0,0,0,71,0,12,63,63,67,72,3,3,58,51,3,1,72,1,3,67,67,5,10,70,29,26,70,10,42,65,0,62,10,10,0,69,62,62,67,66,64,66,67,51,0,1,0,0,0,
0,5,7,2,4,1,0,0,67,Daddy,Dirtbag,1,7,4,65,0,0,0,0,0,0,0,66,72,0,71,10934,2374,33,2374,0,0,68,2,188,0,70,0,0,67,70,69,3,3,69,2,2,72,10,40,0,66,68,70,0,0,35,67,69,0,71,0,16,16,0,0,10,3,19,0,89,2,0,0,2,2,1,69,76,66,0,71,69,0,0,0,0,63,0,10,71,69,68,69,2,2,67,64,2,0,71,3,4,62,63,15,23,65,7,5,74,12,77,70,0,64,15,13,0,71,66,71,71,68,62,71,71,70,0,0,0,0,0,
6,10,7,1,10,6,3,3,70,Daddy,Dirtbag,5,10,10,63,0,0,0,0,0,1,1,62,66,0,69,10841,2375,33,2375,0,0,62,0,193,0,43,0,1,62,61,66,3,3,68,1,1,72,0,40,0,62,63,71,0,0,10,64,69,0,72,0,12,12,0,0,10,3,48,0,81,1,0,0,1,1,1,65,86,65,0,70,62,0,0,0,0,69,0,10,67,64,67,70,10,10,48,68,3,0,65,3,3,69,70,0,6,63,29,0,70,0,3,72,5,67,10,10,0,63,70,66,72,66,72,69,69,68,0,1,0,0,0,
8,10,5,2,10,7,3,3,64,Daddy,Dirtbag,7,8,7,68,0,2,2,2,2,0,0,71,71,0,67,10823,2376,33,2376,0,0,71,0,165,0,64,0,1,63,26,65,3,3,68,1,1,68,7,40,1,64,72,63,0,0,7,71,62,0,66,0,0,0,0,0,10,3,40,0,18,2,0,0,1,1,1,72,84,67,0,62,65,0,0,0,0,63,0,10,67,65,67,68,10,10,32,53,5,1,65,1,3,72,62,0,6,66,30,0,75,0,22,63,0,66,0,1,0,66,65,70,63,70,62,72,70,53,0,1,0,0,0,
8,10,5,0,10,7,3,3,64,Daddy,Dirtbag,7,8,7,66,0,1,1,3,3,0,0,71,64,0,63,4445,2377,33,2377,0,0,65,0,167,0,40,0,1,65,19,72,3,3,68,1,1,62,0,40,0,66,62,71,0,0,17,65,67,0,67,0,0,0,0,0,10,5,41,0,80,1,0,0,1,1,1,67,40,72,0,71,63,0,0,0,0,69,0,10,65,63,67,64,10,10,40,53,5,0,69,3,3,67,65,0,6,68,30,0,72,0,15,65,0,67,0,1,0,66,69,70,68,68,66,62,71,53,0,0,0,0,0,
5,10,2,2,7,8,0,0,63,Daddy,Dirtbag,10,4,0,59,0,1,1,0,0,2,2,59,56,0,63,1097,2380,34,2380,0,0,63,0,94,0,53,0,0,62,36,55,3,3,56,2,2,55,14,40,0,54,53,61,0,0,33,56,59,0,61,0,0,0,0,0,12,5,13,0,8,2,0,0,1,1,1,55,72,54,0,56,56,0,0,0,0,60,0,12,58,62,58,54,2,2,50,36,4,0,61,1,13,62,56,5,26,56,10,11,71,9,55,63,8,57,4,10,0,63,63,59,57,57,58,59,56,37,0,0,0,0,0,
6,10,7,1,10,6,3,3,54,Daddy,Dirtbag,8,10,10,60,0,0,0,0,0,0,0,61,58,0,57,11837,2381,34,2381,0,0,58,0,193,0,38,0,0,63,26,63,3,3,58,1,1,62,0,40,0,53,60,59,0,0,45,60,59,0,60,0,12,12,0,0,4,6,9,0,4,2,0,0,1,1,1,57,78,57,0,60,57,0,0,0,0,55,0,4,61,56,58,54,11,11,37,36,6,0,58,1,16,60,62,0,6,57,29,0,69,0,15,58,8,60,10,10,0,56,54,59,54,60,56,62,62,38,0,0,0,0,0,
10,10,0,0,3,9,3,3,60,Daddy,Dirtbag,6,10,7,62,0,0,0,0,0,0,0,55,54,0,58,3403,2382,34,2382,0,0,61,2,171,0,82,0,0,54,23,62,4,4,61,2,2,53,0,40,0,56,54,53,0,0,42,61,55,0,62,0,0,0,0,0,0,6,33,0,93,0,0,0,1,1,1,59,72,63,0,55,61,0,0,0,0,57,0,0,60,59,58,53,5,5,48,16,3,0,60,1,12,63,60,24,15,57,20,20,75,15,115,62,0,53,15,14,0,54,53,63,53,56,56,61,59,24,0,0,0,0,0,
8,10,5,0,10,7,3,3,59,Daddy,Dirtbag,7,8,7,55,0,0,0,2,2,0,0,59,58,0,59,11847,2383,34,2383,0,0,53,0,168,0,60,0,0,62,34,54,3,3,53,1,1,59,2,40,0,63,62,61,0,0,45,61,62,0,61,0,0,0,0,0,8,6,33,0,29,2,0,0,1,1,1,60,65,53,0,54,56,0,0,0,0,63,0,8,58,61,58,58,4,4,35,32,3,0,55,3,16,56,54,0,6,57,30,0,70,0,13,60,7,59,0,1,0,63,59,60,57,57,59,55,62,36,0,1,0,0,0,
8,10,5,0,10,7,3,3,57,Daddy,Dirtbag,7,8,7,58,0,1,1,0,0,1,1,53,55,0,56,1070,2384,34,2384,0,0,58,0,40,0,63,0,1,62,25,62,3,3,53,1,1,60,2,40,0,53,62,58,0,0,10,60,62,0,61,0,0,0,0,0,12,3,33,0,10,2,0,0,1,1,1,56,68,55,0,55,54,0,0,0,0,63,0,12,57,54,58,57,11,11,41,42,0,0,57,3,16,57,55,0,6,63,30,0,70,0,15,57,7,62,0,1,0,61,55,55,59,55,62,63,56,43,0,1,0,0,0,
10,5,10,1,10,9,18,18,57,Daddy,Dirtbag,5,10,10,57,0,0,0,0,0,0,0,54,61,0,57,588,2385,34,2385,0,0,63,2,55,0,54,0,1,54,73,61,4,4,57,2,2,60,0,40,0,63,62,62,0,0,41,58,63,0,55,0,5,5,1,0,0,3,4,0,55,2,0,0,2,2,1,62,70,58,0,61,60,0,0,1,1,61,0,0,58,61,59,61,16,16,75,66,3,0,60,5,6,59,57,21,21,60,15,20,77,17,151,53,0,54,15,16,0,57,63,61,55,57,55,59,60,64,0,1,0,0,0,
10,5,10,2,10,9,17,17,55,Daddy,Dirtbag,5,10,10,61,0,0,0,0,0,0,0,59,54,0,53,10835,2386,34,2386,0,0,61,2,223,0,45,0,1,53,42,53,4,4,55,1,1,54,0,40,0,62,54,58,0,0,28,61,59,0,57,0,14,14,0,0,12,4,14,0,90,1,0,0,1,1,1,53,70,53,0,53,55,0,0,0,0,53,0,12,60,61,57,54,5,5,77,39,5,0,57,3,12,53,61,21,21,59,15,20,74,17,141,56,0,53,15,16,0,60,54,56,57,63,59,59,59,42,0,0,0,0,0,
4,2,8,0,0,3,20,20,53,Daddy,Dirtbag,4,3,2,54,0,0,0,0,0,0,0,56,57,0,63,2835,2387,34,2387,0,0,56,0,57,0,69,0,0,62,73,55,4,4,54,2,2,54,0,40,0,54,60,56,0,0,14,55,59,0,62,0,14,14,1,0,0,3,34,0,59,0,0,0,2,2,1,54,68,54,0,57,57,0,0,0,1,53,0,0,60,54,57,59,14,14,72,77,0,0,60,5,6,54,54,21,21,60,8,20,76,16,115,63,0,53,10,16,0,63,62,62,55,60,55,61,60,79,0,0,0,0,0,
10,10,0,2,3,9,16,16,59,Daddy,Dirtbag,6,10,7,63,0,0,0,0,0,0,0,62,63,0,57,1118,2388,34,2388,0,0,56,0,187,0,74,0,1,57,45,61,4,4,58,2,2,54,24,40,0,61,58,54,0,0,41,58,56,0,61,0,14,14,0,0,11,3,36,0,37,0,0,0,1,1,1,55,68,59,0,59,60,0,0,0,0,53,0,11,53,54,58,63,3,3,48,41,3,0,54,3,11,63,62,24,15,59,20,20,75,15,100,53,0,59,15,14,0,61,62,55,55,54,63,61,59,43,0,0,0,0,0,
8,10,5,0,10,7,3,3,61,Daddy,Dirtbag,7,8,7,60,0,0,0,3,3,0,0,56,54,0,61,1153,2389,34,2389,0,0,62,0,163,0,33,0,1,60,40,56,3,3,58,2,2,55,0,40,0,54,62,61,0,0,18,60,58,0,61,0,0,0,0,0,0,1,16,0,6,1,0,0,1,1,1,55,84,59,0,56,53,0,0,1,0,56,0,0,58,61,58,61,3,3,34,35,3,0,55,1,1,61,56,0,6,55,30,0,71,0,25,54,0,53,0,1,0,58,60,57,60,55,55,54,58,38,0,0,0,0,0,
8,10,5,3,10,7,3,3,58,Daddy,Dirtbag,7,8,7,62,0,2,2,0,0,0,0,54,55,0,58,1135,2390,34,2390,0,0,53,2,164,0,47,0,0,53,27,59,3,3,58,1,1,55,0,40,0,55,62,63,0,0,33,56,60,0,60,0,0,0,0,0,12,5,21,0,20,2,0,0,1,1,1,55,70,56,0,60,63,0,0,0,0,60,0,12,62,60,58,59,1,1,42,43,6,0,54,1,16,60,61,0,6,59,30,0,70,0,13,62,7,55,0,1,0,58,57,53,61,57,58,57,63,41,0,0,0,0,0,
10,5,10,2,10,9,17,17,58,Daddy,Dirtbag,5,10,10,58,0,0,0,1,1,0,0,59,53,0,61,11831,2391,34,2391,0,0,58,2,186,0,63,0,1,56,43,63,4,4,53,2,2,56,0,40,0,58,53,57,0,0,17,60,57,0,58,4,16,16,0,0,0,5,28,0,40,0,0,0,1,1,1,57,68,58,0,59,60,0,0,1,0,54,0,0,53,60,58,62,3,3,57,49,4,0,55,1,10,58,62,21,21,58,15,20,75,17,101,54,0,58,15,16,0,55,53,54,54,62,61,61,62,44,0,0,0,0,0,
6,10,7,0,10,6,3,3,63,Daddy,Dirtbag,5,10,10,57,0,0,0,1,1,1,1,63,61,0,60,2060,2392,34,2392,0,0,55,0,162,0,39,0,0,53,33,53,3,3,54,2,2,63,0,40,0,60,58,61,0,0,21,57,62,0,62,0,10,10,0,0,0,5,44,0,27,2,0,0,1,1,1,60,62,56,0,63,60,0,0,1,0,61,0,0,54,60,59,58,10,10,40,42,3,0,57,2,1,54,62,0,6,59,29,0,67,0,20,63,5,62,10,10,0,56,56,62,63,57,62,54,62,38,0,0,0,0,0,
8,10,5,0,10,7,0,0,57,Daddy,Dirtbag,5,8,7,55,0,0,0,0,0,1,1,55,57,0,59,11785,2393,34,2393,0,0,62,0,43,0,25,0,0,58,16,54,3,3,55,1,1,53,0,40,0,59,59,54,0,0,15,57,61,0,56,0,0,0,0,0,7,1,40,0,49,0,0,0,1,1,1,53,68,58,0,61,54,0,0,0,0,54,0,7,61,55,57,58,1,1,13,14,2,0,62,1,19,57,58,0,6,59,30,0,75,0,33,56,0,55,0,1,0,62,62,54,60,54,55,60,62,12,2,1,0,0,0,
10,10,4,2,10,6,3,3,62,Daddy,Dirtbag,8,6,10,55,0,0,0,3,3,2,2,57,58,0,53,1163,2394,34,2394,0,0,59,0,166,0,51,0,0,63,45,58,3,3,63,1,1,58,10,40,0,59,63,63,0,0,44,56,53,0,57,0,9,9,0,0,12,6,34,0,24,0,0,0,1,1,1,60,78,54,0,56,62,0,0,0,0,57,0,12,53,63,58,62,1,1,43,40,2,0,57,1,1,53,63,5,10,54,29,26,72,10,60,58,0,53,10,10,0,56,58,56,55,58,56,53,63,43,0,1,0,0,0,
10,5,10,3,10,9,16,16,60,Daddy,Dirtbag,5,10,10,56,0,0,0,2,2,0,0,59,53,0,55,516,2395,34,2395,0,0,56,2,188,0,43,0,1,60,25,56,4,4,54,2,2,62,0,40,0,57,59,60,0,0,36,61,57,0,63,2,2,2,0,0,10,3,44,0,91,1,0,0,1,1,1,55,62,56,0,61,61,0,0,0,0,58,0,10,59,63,58,54,10,10,22,25,3,1,59,3,10,56,60,21,21,58,15,20,76,17,102,63,0,59,15,16,0,59,55,54,57,57,59,57,59,31,0,0,0,0,0,
5,10,2,1,7,8,0,0,53,Daddy,Dirtbag,10,4,0,59,0,0,0,0,0,0,0,57,55,0,63,2818,2396,34,2396,0,0,61,2,66,0,59,0,1,61,59,53,3,3,55,2,2,63,6,40,0,63,60,55,0,0,44,60,57,0,58,0,13,13,0,0,12,6,1,0,45,1,0,0,1,1,1,61,70,55,0,55,62,0,0,0,0,61,0,12,59,55,58,55,10,10,58,61,6,0,56,2,2,63,54,5,26,55,10,11,72,9,77,55,8,61,4,10,0,57,54,53,57,61,57,56,54,61,0,0,0,0,0,
10,2,6,0,4,7,3,3,58,Daddy,Dirtbag,7,10,6,53,0,0,0,0,0,3,3,62,61,0,53,525,2397,34,2397,0,0,61,2,121,0,63,0,0,59,40,58,3,3,53,2,2,53,38,40,1,61,53,57,0,0,7,53,57,0,58,0,0,0,0,0,7,3,1,0,51,2,0,0,2,2,1,62,74,57,0,63,62,0,0,0,0,56,0,7,54,54,58,54,0,0,25,40,5,0,54,3,15,60,57,5,20,62,0,5,75,0,60,62,10,58,10,5,0,59,63,59,55,54,63,57,55,39,0,0,0,0,0,
10,10,0,3,3,9,17,17,54,Daddy,Dirtbag,6,10,7,57,0,0,0,0,0,0,0,60,53,0,54,1108,2398,34,2398,0,0,59,0,54,0,43,0,0,54,68,53,4,4,56,2,2,61,2,40,0,61,59,55,0,0,24,60,57,0,55,0,3,3,1,0,0,1,39,0,70,2,0,0,2,2,1,59,70,57,0,54,55,0,0,0,1,60,0,0,60,63,58,58,14,14,74,61,3,0,57,5,5,57,61,24,15,62,20,20,77,15,132,62,0,56,15,14,0,57,63,59,55,56,63,61,55,65,0,0,0,0,0,
10,5,10,2,10,9,16,16,56,Daddy,Dirtbag,5,10,10,63,0,0,0,0,0,0,0,57,63,0,61,11802,2399,34,2399,0,0,63,2,17,0,63,0,0,62,73,62,4,4,62,2,2,53,4,40,0,53,63,60,0,0,37,59,63,0,62,2,8,8,1,0,0,3,2,0,74,2,0,0,2,2,1,60,62,55,0,58,54,0,0,0,1,57,0,0,55,56,59,57,14,14,79,72,2,0,56,5,7,63,62,21,21,62,15,20,74,17,136,56,0,54,15,16,0,60,62,57,57,58,54,58,63,73,0,0,0,0,0,
4,2,8,1,0,3,20,20,56,Daddy,Dirtbag,4,3,2,59,0,0,0,0,0,0,0,54,60,0,53,11831,2400,34,2400,0,0,53,2,56,0,47,0,0,55,67,56,4,4,56,2,2,61,4,40,0,54,60,63,0,0,43,59,53,0,56,2,4,4,1,0,0,6,42,0,73,1,0,0,2,2,1,59,68,63,0,57,56,0,0,1,1,61,0,0,54,61,58,53,16,16,67,67,0,0,60,5,9,63,58,21,21,57,8,20,79,16,143,62,0,63,10,16,0,58,56,56,61,60,62,53,61,65,0,0,0,0,0,
8,10,5,0,10,7,0,0,57,Daddy,Dirtbag,5,8,7,57,0,0,0,0,0,1,1,58,59,0,55,11855,2401,34,2401,0,0,63,0,50,0,24,0,0,55,12,60,3,3,60,1,1,53,6,40,0,58,58,56,0,0,29,56,59,0,57,0,0,0,0,0,9,4,18,1,17,1,0,0,1,1,1,53,65,62,0,62,54,0,0,0,0,62,0,9,53,58,57,57,10,10,46,14,3,0,55,1,20,58,53,0,6,55,30,0,76,0,35,59,0,58,0,1,0,54,53,53,56,55,61,63,63,19,0,1,0,0,0,
10,2,6,0,4,7,3,3,60,Daddy,Dirtbag,7,10,6,63,0,3,3,1,1,0,0,63,63,0,55,2563,2402,34,2402,0,0,63,2,112,0,40,0,0,56,29,63,3,3,62,1,1,60,0,40,1,63,62,59,0,0,21,53,57,0,54,0,0,0,0,0,6,5,6,0,46,1,0,0,1,1,1,54,48,62,0,57,59,0,0,0,0,61,0,6,61,59,59,63,15,15,56,27,3,0,53,5,15,55,62,5,20,58,0,5,74,0,25,62,10,61,10,5,0,60,55,61,57,63,56,60,62,33,0,0,0,0,0,
8,10,5,0,10,7,3,3,62,Daddy,Dirtbag,7,8,7,63,0,2,2,1,1,0,0,62,59,0,57,11022,2403,34,2403,0,0,54,0,165,0,50,0,0,62,24,55,3,3,59,1,1,55,20,40,1,59,55,54,0,0,46,59,56,0,54,4,0,0,0,0,6,6,36,0,27,1,0,0,1,1,1,62,70,59,0,55,54,0,0,0,0,63,0,6,58,59,58,57,2,2,41,27,4,0,61,3,18,62,55,0,6,57,30,0,75,0,15,55,0,56,0,1,0,59,61,57,60,62,54,56,61,28,0,0,0,0,0,
